Sample	Type	Source	Nacid	xKit	Rep	Polymerase	Run	Primer	Station	Environment	Estuary	Tide	Date	Season	Year	microgAMBI	AMBI	AMBI.5y	MAMBI	MAMBI.5y	Redox	OM	Gravel	Sand	Mud	Cu	Pb	Ni	Cr	Zn	Mn	Fe	Hg	Cd	PON	TotalP	TOC	POC	TotalPCB	TotalPAH	TotalDDT	TotalHCH	PI	PI5yAvg	PI10yAvg	Redox5yAvg	Redox10yAvg	OM5yAvg	OM10yAvg	WaterO2	DO	pH	MaxDepthPM	PointDepthBM	Salinity	SalClass	Q1SiteSal	Q2SiteSal	Q3SiteSal	SolidosSusp	ChlA	Silicate	Nitrite	NH3	Turbidity	Nitrate	PO4	PlotName	IntRatio6y	PhytoStatus	Comp
EM05_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EM05	Estuarine	01 Barbadun	PM	2017-02-01	Wi	2017	1.9496692551	3.283	3.351	0.646	0.708	129	3.97	0.2	72.89	26.91	49	39	23	29	178	991	45195	0.15	0.34	NA	NA	NA	NA	0	0	0	0	1.192975428	1.3419356007	NA	141	125.1	4.73	4.36	91.6	NA	NA	1.5	0	16	2	0.17	8.1	17.83	NA	NA	NA	NA	NA	NA	NA	NA	EM05_S_Wi2017	NA	NA	D
EM05_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EM05	Estuarine	01 Barbadun	BM	2017-02-01	Wi	2017	2.2458046987	3.283	3.351	0.646	0.708	129	3.97	0.2	72.89	26.91	49	39	23	29	178	991	45195	0.15	0.34	NA	NA	NA	NA	0	0	0	0	1.192975428	1.3419356007	NA	141	125.1	4.73	4.36	91.6	NA	NA	1.5	0	16	2	0.17	8.1	17.83	NA	NA	NA	NA	NA	NA	NA	NA	EM05_S_Wi2017RNA	NA	NA	R
EM05_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EM05	Estuarine	01 Barbadun	PM	2018-01-29	Wi	2018	2.9495916884	3.131	3.251	0.743	0.692	-94	4.9	0.24	71.75	28	54	39	24	39	226	1200	58274	0.14	0.27	NA	NA	NA	NA	2	0	0	0	1.3278279182	1.3646087868	NA	69.2	83.7	4.56	4.18	110.4	NA	NA	2	0	0.2	2	0.17	8.1	17.83	NA	NA	NA	NA	NA	NA	NA	NA	EM05_S_Wi2018	NA	NA	1
EM05_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EM05	Estuarine	01 Barbadun	PM	2019-02-21	Wi	2019	2.9003651898	2.999	3.282	NA	0.708	333	2.47	0	97.17	2.83	43	38	24	31	123	1189	46419	0.11	0.2	NA	NA	NA	NA	0	0	0	0	1.0209263336	1.2261914738	NA	129.4	114.5	4.068	4.125	98.5	NA	NA	3	0	28.9	3	0.17	8.1	17.83	NA	NA	NA	NA	NA	NA	NA	NA	EM05_S_Wi2019	NA	NA	1
EM10_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EM10	Estuarine	01 Barbadun	PM	2013-02-18	Wi	2013	0.9434550781	5.667	5.317	0.111	0.242	574	1.95	0.04	99.87	0.08	74.4	77.9	50.5	19.1	116.9	1776	109745	0.086	0.156	NA	NA	NA	NA	0	0	0	0	1.1952960562	1.1792556264	NA	391.3	322.8	2.13	2.23	99.8	NA	NA	3.5	0	0.3	2	3	7.65	17.24	NA	NA	NA	NA	NA	NA	NA	NA	EM10_S_Wi2013	NA	NA	1
EM10_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EM10	Estuarine	01 Barbadun	BM	2015-03-04	Wi	2015	1.1570179092	7	5.417	0	0.227	358	1.5	0.17	99.74	0.08	66.8	88.7	46.6	11.5	233.3	2748	219947	0.076	0.339	NA	NA	NA	NA	0	0	0	0	1.2289901477	1.3628181266	NA	393.72	364.089	2.498	2.265	96.8	NA	NA	1.5	0	12.3	2	3	7.65	17.24	NA	NA	NA	NA	NA	NA	NA	NA	EM10_S_Wi2015	NA	NA	D
EM10_S_Wi2015RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EM10	Estuarine	01 Barbadun	BM	2015-03-04	Wi	2015	1.3597952759	7	5.417	0	0.227	358	1.5	0.17	99.74	0.08	66.8	88.7	46.6	11.5	233.3	2748	219947	0.076	0.339	NA	NA	NA	NA	0	0	0	0	1.2289901477	1.3628181266	NA	393.72	364.089	2.498	2.265	96.8	NA	NA	1.5	0	12.3	2	3	7.65	17.24	NA	NA	NA	NA	NA	NA	NA	NA	EM10_S_Wi2015RNA	NA	NA	R
EM10_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EM10	Estuarine	01 Barbadun	BM	2016-01-14	Wi	2016	0.5912274019	1.375	4.508	0.941	0.46	408	2	0.02	99.94	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0.6666666667	1.2682845204	NA	398	372.1	2.41	2.22	103.7	NA	NA	3	0	23.5	2	3	7.65	17.24	NA	NA	NA	NA	NA	NA	NA	NA	EM10_S_Wi2016	NA	NA	1
EM10_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EM10	Estuarine	01 Barbadun	PM	2017-02-01	Wi	2017	0.8649792218	2.5	3.975	0.613	0.54	394	2.07	0.01	99.76	0.23	55	84	23	16	225	3026	125000	0	0.21	NA	NA	NA	NA	0	0	0	0	1.1159664813	1.1720345917	NA	438.4	378.3	2.33	2.22	96.4	NA	NA	3	0	28.8	2	3	7.65	17.24	NA	NA	NA	NA	NA	NA	NA	NA	EM10_S_Wi2017	NA	NA	1
EM10_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EM10	Estuarine	01 Barbadun	PM	2018-01-29	Wi	2018	0.73828125	1.417	3.125	0.476	0.645	344	2.1	0.06	99.88	0.06	36	51	17	17	130	2013	97876	0.09	0	NA	NA	NA	NA	0	0	0	0	0.8400638306	1.227696428	NA	392.4	391.9	2.36	2.24	101.2	NA	NA	1.5	0	18.9	2	3	7.65	17.24	NA	NA	NA	NA	NA	NA	NA	NA	EM10_S_Wi2018	NA	NA	1
EN_Asua_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EN_Asua	Estuarine	02 Nervion	BM	2019-03-12	Wi	2019	2.4982621811	NA	NA	NA	NA	26	4.0111420613	0	33.77	66.23	85	210	33	74	344	154	20356	3.6	2	NA	0.066	1.3	NA	159.3	1384	1.4	9	3.151	3.151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN_Asua_S_Wi2019	NA	NA	1
EN_Axpe_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EN_Axpe	Estuarine	02 Nervion	BM	2019-03-12	Wi	2019	2.7272144323	NA	NA	NA	NA	-44	6.6555740433	0	24.85	75.15	146	311	37	142	649	336	33138	3.2	6	NA	0.075	2.3	NA	582.5	71520	3.4	0	4.182	4.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN_Axpe_S_Wi2019	NA	NA	1
EN_LasArenas_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EN_LasArenas	Estuarine	02 Nervion	BM	2019-03-12	Wi	2019	2.0554671911	NA	NA	NA	NA	70	6.3731931669	0	10.59	89.41	94	148	25	79	283	241	30011	1.1	0.9	NA	0.061	2.4	NA	127	4374	1.9	0	2.906	2.906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN_LasArenas_S_Wi2019	NA	NA	1
EN_Sestao_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EN_Sestao	Estuarine	02 Nervion	BM	2019-03-12	Wi	2019	3.8615167607	NA	NA	NA	NA	14	6.6210045662	0	15.86	84.14	362	1000	29	108	2276	1420	93023	5	5	NA	0.15	3	NA	483	189300	9	0	4.66	4.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN_Sestao_S_Wi2019	NA	NA	1
EN10_S_Wi2013_PS	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	EN10	Estuarine	02 Nervion	BM	2013-02-19	Wi	2013	4.5399909232	5.033	4.293	0.613	0.68	299	1.31	0.02	99.3	0.68	163	223	75.9	96.3	147.6	440.9	51250	1.5	0.615	0.065	0.0279	NA	1.7	13.1	310	0	0	2.2387409977	2.1140647564	NA	27.6	-22.7	2.43	6.32	82.3	NA	NA	7.9	4	30	3	17.93	29.11	29.78	NA	NA	NA	NA	NA	NA	NA	NA	EN10_S_Wi2013	NA	NA	1
EN10_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EN10	Estuarine	02 Nervion	BM	2015-03-03	Wi	2015	5.0181072319	3.036	3.89	0.866	0.762	145	1.6	1.05	98.58	0.36	104.3	93.6	44	56.3	155.6	360	39821	0.082	0.265	NA	0.091	3.3	NA	70.6	1176	0	0	1.9042640202	2.1885105395	NA	78.22	5.69	4.056	3.662	108	NA	NA	7	4	14.2	3	17.93	29.11	29.78	NA	NA	NA	NA	NA	NA	NA	NA	EN10_S_Wi2015	NA	NA	1
EN10_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EN10	Estuarine	02 Nervion	BM	2016-01-21	Wi	2016	3.2755346952	3.791	3.817	1	0.803	-15	1.8	1.52	91.14	7.35	129	87	56	100	437	405	38176	0.32	0.5	NA	0.22	4.2	NA	249	733	0	0	2.4462380592	2.3143519763	NA	99.6	15.8	3.84	3.65	78.9	NA	NA	7	4	31.7	3	17.93	29.11	29.78	NA	NA	NA	NA	NA	NA	NA	NA	EN10_S_Wi2016	NA	NA	1
EN10_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN10	Estuarine	02 Nervion	BM	2017-02-23	Wi	2017	3.7860826563	3.533	3.629	0.69	0.8	-47	1.91	0.02	99.25	0.73	105	76	38	65	230	548	43632	0.14	0.36	NA	NA	NA	NA	43.9	878	0	0	1.9059613081	2.2974808174	NA	102.4	31.1	3.34	3.72	78.6	NA	NA	7	5	29.1	3	17.93	29.11	29.78	NA	NA	NA	NA	NA	NA	NA	NA	EN10_S_Wi2017	NA	NA	D
EN10_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EN10	Estuarine	02 Nervion	BM	2017-02-23	Wi	2017	4.2741968699	3.533	3.629	0.69	0.8	-47	1.91	0.02	99.25	0.73	105	76	38	65	230	548	43632	0.14	0.36	NA	0.069	NA	NA	43.9	878	0	0	1.9059613081	2.2974808174	NA	102.4	31.1	3.34	3.72	78.6	NA	NA	7	5	29.1	3	17.93	29.11	29.78	NA	NA	NA	NA	NA	NA	NA	NA	EN10_S_Wi2017	NA	NA	R
EN10_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EN10	Estuarine	02 Nervion	BM	2018-02-06	Wi	2018	4.590347976	3.183	3.259	0.619	0.807	263	2.2	1.63	98.06	0.31	102	98	40	64	272	699	45214	0.2	0.6	NA	NA	NA	NA	19.7	773	0	0	1.9201865332	2.2964139834	NA	95.2	61.4	3.52	2.97	108.8	NA	NA	8	5	0.1	3	17.93	29.11	29.78	NA	NA	NA	NA	NA	NA	NA	NA	EN10_S_Wi2018	NA	NA	1
EN15_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN15	Estuarine	02 Nervion	BM	2017-08-25	Su	2017	2.5048857015	NA	3.859	NA	0.559	-54	6.3022019742	1.18	74.26	24.55	137	162	41	110	582	NA	NA	2.3	5	NA	NA	NA	NA	349	22200	0	0	3.756	3.47	NA	-65.2	-84.8	7.2	6.49	NA	NA	NA	9	7	32.7	4	28.06	30.64	33.1	NA	NA	NA	NA	NA	NA	NA	NA	EN15_S_Su2017	NA	NA	1
EN15_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN15	Estuarine	02 Nervion	BM	2018-08-30	Su	2018	2.6216051097	NA	3.801	NA	0.593	-69	6.2985332183	11.03	25.84	63.13	143	352	31	75	495	291	25326	4	3	NA	NA	NA	NA	285.9	15180	1.5	1	3.786	3.584	NA	-79.4	-85.8	6.52	6.55	NA	NA	NA	10	7	22.4	4	28.06	30.64	33.1	NA	NA	NA	NA	NA	NA	NA	NA	EN15_S_Su2018	NA	NA	1
EN15_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN15	Estuarine	02 Nervion	BM	2013-02-19	Wi	2013	3.893129771	3.42	4.439	0.698	0.501	-29	7.78	0	19.71	80.29	156.5	220.7	61.1	119	546.4	265.3	28679	1.4	4.8	0.167	0.02325	NA	3.9	224	9320	5	0	3.7704222888	3.0410660929	NA	-92.2	-126.5	6.58	6.93	86.7	NA	NA	10	7	33.3	4	28.06	30.64	33.1	NA	NA	NA	NA	NA	NA	NA	NA	EN15_S_Wi2013	NA	NA	1
EN15_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EN15	Estuarine	02 Nervion	BM	2015-03-03	Wi	2015	3.9011835948	4.333	4.202	0.285	0.523	-149	7.6	0	15.16	84.84	172.7	264.9	53.3	184.1	877.7	413	50366	1.346	1.513	NA	0.385	8.8	NA	177	44446	3	0	3.7851640941	3.190213501	NA	-64.18	-97.51	7.28	6.615	97.2	NA	NA	10	7	30	4	28.06	30.64	33.1	NA	NA	NA	NA	NA	NA	NA	NA	EN15_S_Wi2015	NA	NA	Poly
EN15_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EN15	Estuarine	02 Nervion	BM	2016-01-21	Wi	2016	2.8476543291	3.609	4.081	0.822	0.523	-123	5	0	30.16	69.84	169	320	56	173	982	292	32506	2.1	7	NA	0.256	4.6	NA	279.7	30010	2.8	0	4.0841389951	3.316442249	NA	-54.6	-89.1	7.09	6.53	88.2	NA	NA	10	7	33.3	4	28.06	30.64	33.1	NA	NA	NA	NA	NA	NA	NA	NA	EN15_S_Wi2016	NA	NA	1
EN15_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN15	Estuarine	02 Nervion	BM	2017-02-23	Wi	2017	3.2540736768	4.213	3.859	0.474	0.559	-130	6.35	0.02	26.52	73.46	74	122	30	83	385	253	31529	0.9	2.9	NA	0.064	0.59	NA	86.3	6663	2.8	0	3.0350429292	3.4129887507	NA	-65.2	-84.8	7.2	6.49	77.6	NA	NA	10	8	30.6	4	28.06	30.64	33.1	NA	NA	NA	NA	NA	NA	NA	NA	EN15_S_Wi2017	NA	NA	D
EN15_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EN15	Estuarine	02 Nervion	BM	2017-02-23	Wi	2017	3.3543958751	4.213	3.859	0.474	0.559	-130	6.35	0.02	26.52	73.46	74	122	30	83	385	253	31529	0.9	2.9	NA	0.064	0.59	NA	86.3	6663	2.8	0	3.0350429292	3.4129887507	NA	-65.2	-84.8	7.2	6.49	77.6	NA	NA	10	8	30.6	4	28.06	30.64	33.1	NA	NA	NA	NA	NA	NA	NA	NA	EN15_S_Wi2017	NA	NA	R
EN15_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN15	Estuarine	02 Nervion	BM	2018-02-06	Wi	2018	2.8873420528	3.127	3.801	0.844	0.593	-100	4.4	0.94	25.24	73.82	500	1000	24	70	1848	958	90305	5	7	NA	0.086	0	NA	376.5	67870	2.2	0	4.2543771743	3.5507483072	NA	-79.4	-85.8	6.52	6.55	107.2	NA	NA	9	7	17.1	4	28.06	30.64	33.1	NA	NA	NA	NA	NA	NA	NA	NA	EN15_S_Wi2018	NA	NA	D
EN15_S_Wi2018RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EN15	Estuarine	02 Nervion	BM	2018-02-06	Wi	2018	3.3527323819	3.127	3.801	0.844	0.593	-100	4.4	0.94	25.24	73.82	500	1000	24	70	1848	958	90305	5	7	NA	0.086	0	NA	376.5	67870	2.2	0	4.2543771743	3.5507483072	NA	-79.4	-85.8	6.52	6.55	107.2	NA	NA	9	7	17.1	4	28.06	30.64	33.1	NA	NA	NA	NA	NA	NA	NA	NA	EN15_S_Wi2018RNA	NA	NA	R
EN15_S_Wi2019A	S	S	DNA	DNA-RNA	A	HF	201904	519..806D	EN15	Estuarine	02 Nervion	BM	2019-02-12	Wi	2019	3.0674398988	NA	3.821	NA	0.606	-130	6.99	0.49	42.4	57.11	28	46	19	46	113	175	19852	0.19	0.3	NA	0	1.7	NA	20	8747	0	0	1.7988223406	3.4998743339	NA	-126.4	-84.36	6.068	6.499	93.9	NA	NA	10	7	33.1	4	28.06	30.64	33.1	NA	NA	NA	NA	NA	NA	NA	NA	EN15_S_Wi2019	NA	NA	1
EN15_S_Wi2019B	S	S	DNA	DNA-RNA	B	HF	201904	519..806D	EN15	Estuarine	02 Nervion	BM	2019-02-12	Wi	2019	3.0303821656	NA	3.821	NA	0.606	-130	6.99	0.49	42.4	57.11	28	46	19	46	113	175	19852	0.19	0.3	NA	0	1.7	NA	20	8747	0	0	1.7988223406	3.4998743339	NA	-126.4	-84.36	6.068	6.499	93.9	NA	NA	10	7	33.1	4	28.06	30.64	33.1	NA	NA	NA	NA	NA	NA	NA	NA	EN15_S_Wi2019	NA	NA	1
EN17_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN17	Estuarine	02 Nervion	BM	2017-08-25	Su	2017	1.7773991031	NA	4.59	NA	0.527	-48	6.7424242424	0.32	44.91	54.77	70	73	31	80	288	NA	NA	0.7	1.5	NA	NA	NA	NA	151.3	44890	0	2.3	2.972	3.103	NA	16	-31.8	5.91	5.89	82.4	NA	NA	10	7	34	4	33.13	33.85	33.91	NA	NA	NA	NA	NA	NA	NA	NA	EN17_S_Su2017	NA	NA	1
EN17_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN17	Estuarine	02 Nervion	BM	2018-08-30	Su	2018	3.031617349	NA	4.853	NA	0.497	-134	8.1014729951	13.14	34.28	52.58	204	442	34	175	1576	1075	59301	4	6	NA	NA	NA	NA	410.3	369730	1.5	1	4.316	3.271	NA	-36	-28.1	6.28	5.95	95.7	NA	NA	11	8	33.8	4	33.13	33.85	33.91	NA	NA	NA	NA	NA	NA	NA	NA	EN17_S_Su2018	NA	NA	1
EN17_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201809	519..806D	EN17	Estuarine	02 Nervion	BM	2013-02-19	Wi	2013	3.936894205	3.194	4.018	0.72	0.668	137	5.17	11.56	86.1	2.34	119.8	233.4	70.8	103.8	321.6	568.7	45916	2.1	1.1	0.099	0.03255	NA	2.8	197	72540	4	13	3.5120342761	3.5129150427	NA	-20.1	-85.5	5.63	6.32	92.2	NA	NA	11	9	33.9	4	33.13	33.85	33.91	NA	NA	NA	NA	NA	NA	NA	NA	EN17_S_Wi2013	NA	NA	D
EN17_S_Wi2013RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EN17	Estuarine	02 Nervion	BM	2013-02-19	Wi	2013	4.2972327088	3.194	4.018	0.72	0.668	137	5.17	11.56	86.1	2.34	119.8	233.4	70.8	103.8	321.6	568.7	45916	2.1	1.1	0.099	0.03255	NA	2.8	197	72540	4	13	3.5120342761	3.5129150427	NA	-20.1	-85.5	5.63	6.32	92.2	NA	NA	11	9	33.9	4	33.13	33.85	33.91	NA	NA	NA	NA	NA	NA	NA	NA	EN17_S_Wi2013	NA	NA	R
EN17_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EN17	Estuarine	02 Nervion	BM	2015-03-03	Wi	2015	3.6558277027	5.179	4.55	0.403	0.578	30	5.7	1.25	85.75	13	40.5	80.6	34.1	43.4	134.7	330	28527	0.244	0.457	NA	0.074	3.1	NA	69.6	8835	0	1.6	2.2232600142	3.0158273067	NA	13.46	-38.65	6.478	6.12	98.9	NA	NA	11	9	31.4	4	33.13	33.85	33.91	NA	NA	NA	NA	NA	NA	NA	NA	EN17_S_Wi2015	NA	NA	1
EN17_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EN17	Estuarine	02 Nervion	BM	2016-01-21	Wi	2016	2.148647849	3.6	4.399	0.77	0.583	-145	4.4	0.64	22.52	76.84	710	2326	46	204	2095	627	89168	11	6	NA	0.634	5	NA	665.6	28416	11.8	0	4.4907692308	3.1038286053	NA	14.6	-44	5.79	5.96	96.1	NA	NA	12	9	34.7	4	33.13	33.85	33.91	NA	NA	NA	NA	NA	NA	NA	NA	EN17_S_Wi2016	NA	NA	1
EN17_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN17	Estuarine	02 Nervion	BM	2017-02-23	Wi	2017	3.3315912141	5.571	4.59	0.319	0.527	-64	7.82	0.48	33.43	66.09	70	83	38	75	281	369	30576	0.8	0.9	NA	0.061	0.66	NA	90	17710	0	14.8	2.9134296984	3.1294061971	NA	16	-31.8	5.91	5.89	98.2	NA	NA	11	9	32.6	4	33.13	33.85	33.91	NA	NA	NA	NA	NA	NA	NA	NA	EN17_S_Wi2017	NA	NA	D
EN17_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EN17	Estuarine	02 Nervion	BM	2017-02-23	Wi	2017	1.6627128954	5.571	4.59	0.319	0.527	-64	7.82	0.48	33.43	66.09	70	83	38	75	281	369	30576	0.8	0.9	NA	0.061	0.66	NA	90	17710	0	14.8	2.9134296984	3.1294061971	NA	16	-31.8	5.91	5.89	98.2	NA	NA	11	9	32.6	4	33.13	33.85	33.91	NA	NA	NA	NA	NA	NA	NA	NA	EN17_S_Wi2017RNA	NA	NA	R
EN17_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN17	Estuarine	02 Nervion	BM	2018-02-06	Wi	2018	3.3249105716	4.512	4.853	0.55	0.497	-123	7	1.72	39.45	58.83	86	179	24	87	691	475	40930	1.6	2.5	NA	0.064	0	NA	331.2	270947	0	0	3.47669193	3.0972577427	NA	-36	-28.1	6.28	5.95	102.8	NA	NA	10	8	32.4	4	33.13	33.85	33.91	NA	NA	NA	NA	NA	NA	NA	NA	EN17_S_Wi2018	NA	NA	1
EN17_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EN17	Estuarine	02 Nervion	BM	2019-02-12	Wi	2019	3.4015960638	1.982	4.716	NA	0.511	-144	6.85	1.38	37.62	61.01	40	70	20	50	189	173	22145	0.33	0.6	NA	0	1.6	NA	71.2	7054	0	1.9	2.249099518	3.2343867223	NA	-89.2	-35.51	6.354	6.128	96.9	NA	NA	11	8	33.3	4	33.13	33.85	33.91	NA	NA	NA	NA	NA	NA	NA	NA	EN17_S_Wi2019	NA	NA	1
EN20_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN20	Estuarine	02 Nervion	BM	2017-08-25	Su	2017	2.4956361279	NA	3.148	NA	0.871	-95	6.0788608981	0.19	71.95	27.86	71	66	33	78	259	NA	NA	0.7	1.2	NA	0	0	NA	128.7	9725	0	0	2.832	2.565	NA	17.8	-29.3	5.35	5.73	89.8	NA	NA	16	14	35.4	4	34.6	34.7	35.3	NA	NA	NA	NA	NA	NA	NA	NA	EN20_S_Su2017	NA	NA	1
EN20_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN20	Estuarine	02 Nervion	BM	2018-08-30	Su	2018	3.2491374182	NA	3.281	NA	0.837	-126	5.7046979866	0	24.42	75.58	54	71	28	72	247	225	25802	0.6	0.8	NA	NA	NA	NA	129.8	8900	1.5	1	2.585	2.568	NA	9.2	-10.5	5.48	5.76	96.7	NA	NA	16	13	35.1	4	34.6	34.7	35.3	NA	NA	NA	NA	NA	NA	NA	NA	EN20_S_Su2018	NA	NA	1
EN20_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201809	519..806D	EN20	Estuarine	02 Nervion	BM	2013-02-19	Wi	2013	3.272800032	2.078	2.993	1	0.985	71	6.47	0	23.23	76.77	49.8	73.8	39.7	55.6	212.7	347.4	31612	0.647	0.733	0.145	0.05115	NA	3.2	57.9	1249.9	2.7	9	2.260003187	2.8808997066	NA	-30.3	-75.3	6.03	6.17	95.6	NA	NA	17	14	34.6	4	34.6	34.7	35.3	NA	NA	NA	NA	NA	NA	NA	NA	EN20_S_Wi2013	NA	NA	D
EN20_S_Wi2013RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EN20	Estuarine	02 Nervion	BM	2013-02-19	Wi	2013	3.6448881587	2.078	2.993	1	0.985	71	6.47	0	23.23	76.77	49.8	73.8	39.7	55.6	212.7	347.4	31612	0.647	0.733	0.145	0.05115	NA	3.2	57.9	1249.9	2.7	9	2.260003187	2.8808997066	NA	-30.3	-75.3	6.03	6.17	95.6	NA	NA	17	14	34.6	4	34.6	34.7	35.3	NA	NA	NA	NA	NA	NA	NA	NA	EN20_S_Wi2013	NA	NA	R
EN20_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EN20	Estuarine	02 Nervion	BM	2015-03-03	Wi	2015	3.4841862359	3.779	3.013	0.729	0.901	41	4.3	0	21.16	78.84	39.7	73.1	30.8	41.5	172.1	236	28347	0.306	0.986	NA	0.1	3.6	NA	157.8	8210	2.2	21.9	2.4184761401	2.7370635065	NA	-15.96	-39.94	5.236	5.621	97	NA	NA	16	13	33.7	4	34.6	34.7	35.3	NA	NA	NA	NA	NA	NA	NA	NA	EN20_S_Wi2015	NA	NA	1
EN20_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EN20	Estuarine	02 Nervion	BM	2016-01-21	Wi	2016	2.6997902136	3.438	3.071	0.85	0.871	-91	4.5	0	26.52	73.48	59	79	29	60	240	226	28163	0.5	0.5	NA	0.117	3.6	NA	52.8	5450	0	0	2.3593259202	2.6066684101	NA	-5.2	-41.9	4.98	5.52	99.5	NA	NA	17	14	35.3	4	34.6	34.7	35.3	NA	NA	NA	NA	NA	NA	NA	NA	EN20_S_Wi2016	NA	NA	D
EN20_S_Wi2016RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EN20	Estuarine	02 Nervion	BM	2016-01-21	Wi	2016	2.4338808118	3.438	3.071	0.85	0.871	-91	4.5	0	26.52	73.48	59	79	29	60	240	226	28163	0.5	0.5	NA	0.117	3.6	NA	52.8	5450	0	0	2.3593259202	2.6066684101	NA	-5.2	-41.9	4.98	5.52	99.5	NA	NA	17	14	35.3	4	34.6	34.7	35.3	NA	NA	NA	NA	NA	NA	NA	NA	EN20_S_Wi2016RNA	NA	NA	R
EN20_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN20	Estuarine	02 Nervion	BM	2017-02-14	Wi	2017	3.0808707735	3.011	3.148	1	0.871	-7	7.14	0.09	26.07	73.84	59	72	32	66	246	299	32648	0.46	0.8	NA	0.056	0.58	NA	92.6	4595	0	24.4	2.541104229	2.5117115046	NA	17.8	-29.3	5.35	5.73	98.5	NA	NA	19	17	34.3	4	34.6	34.7	35.3	NA	NA	NA	NA	NA	NA	NA	NA	EN20_S_Wi2017	NA	NA	D
