"","AMBI","microgAMBI","PI","PI5yAvg","PI10yAvg","Redox","Redox5yAvg","Redox10yAvg","OM","OM5yAvg","OM10yAvg","taxonomy"
"SWARM_1725",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia"
"SWARM_1724",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;C1-B045"
"SWARM_1723",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_1722",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Archaea;Archaea (superkingdom);TACK;Ca. Bathyarchaeota"
"SWARM_1728",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Sva0071"
"SWARM_12373",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;Gemmatimonadetes (class);Gemmatimonadales;Gemmatimonadaceae"
"SWARM_21945",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Ca. Aminicenantes (superphylum);Ca. Aminicenantes (OP8)"
"SWARM_5713",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_8331",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Cyanobacteria;Oxyphotobacteria;Synechococcales;Pseudoanabaenacea"
"SWARM_8334",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudohongiella"
"SWARM_7996",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae"
"SWARM_6691",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis"
"SWARM_5327",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Atribacteria (superphylum);Ca. Atribacteria"
"SWARM_5325",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Tenericutes;Mollicutes;NB1-n"
"SWARM_2678",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Spirochaetes (superphylum);Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta"
"SWARM_2675",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_2676",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Lamprocystis"
"SWARM_2677",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_2671",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera"
"SWARM_2673",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_3929",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium"
"SWARM_34407",0,22.64,0,21.86,19.63,0,0,16.68,17.22,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Clostridiales;Family XI (Clostridiales)"
"SWARM_5696",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
"SWARM_5693",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Epsilonbacteraeota (superphylum);Epsilonbacteraeota;Desulfurellia;Desulfurellales;H16"
"SWARM_1536",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Sva0485"
"SWARM_6574",52.2,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales"
"SWARM_7226",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae"
"SWARM_7227",0,0,31.61,0,0,58.15,0,0,40.94,0,0,"Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Ca. Nitrosopumilales"
"SWARM_7222",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae"
"SWARM_7223",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_7228",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Holophagae;Acidobacteria group 10"
"SWARM_3514",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales"
"SWARM_1818",69.61,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
"SWARM_1811",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;SB-5"
"SWARM_1810",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae"
"SWARM_1813",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae"
"SWARM_1815",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aquibacter"
"SWARM_59319",0,0,14.71,0,12.2,24.86,9.92,14.29,33.22,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Dehalococcoidia (subdiv. 6);GIF3"
"SWARM_4449",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_4448",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
"SWARM_4441",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Archaea;Archaea (superkingdom);DPANN;Ca. Woesearchaeota;Pacearchaeota"
"SWARM_4443",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfofaba"
"SWARM_5711",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales"
"SWARM_14905",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom)"
"SWARM_1578",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas"
"SWARM_7383",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus"
"SWARM_12893",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Chloroflexi Subdivision 10;KD4-96"
"SWARM_8902",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Chlorobi;Chlorobia;Chlorobiales;SJA-28"
"SWARM_8907",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pelagibius"
"SWARM_1618",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_1613",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Rhodothermaeota;Rhodothermia;Rhodothermales"
"SWARM_1611",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium"
"SWARM_1617",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidetes BD2-2"
"SWARM_1616",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Lentimicrobiaceae"
"SWARM_1615",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Chloroflexi Subdivision 13"
"SWARM_21839",32.71,35.24,43.21,37.39,65.27,21.28,31.56,26.76,43.13,54.9,65.39,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Holophagae;Acidobacteria group 10;NS72"
"SWARM_21832",38.59,34.79,46.57,46.99,40.82,0,33.46,33.36,28.7,30.29,30.44,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces"
"SWARM_21066",0,21.77,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Sva0485"
"SWARM_4335",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae"
"SWARM_5986",0,0,42.49,18.24,29.21,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Epsilonbacteraeota (superphylum);Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas"
"SWARM_5983",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae"
"SWARM_6862",25.56,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae"
"SWARM_6864",0,21.59,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_32775",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Archaea;Archaea (superkingdom);DPANN;Ca. Woesearchaeota;Pacearchaeota"
"SWARM_5064",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_5067",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae (superphylum);Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira (Nitrospiraceae)"
"SWARM_3130",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group"
"SWARM_3132",0,0,14.36,27.43,32.13,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halocynthiibacter"
"SWARM_3137",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Clostridiales;Family XII (Clostridiales);Fusibacter"
"SWARM_3138",0,24,0,0,0,0,33.13,32.93,0,20.69,20.62,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;NB1-j"
"SWARM_3139",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae"
"SWARM_166",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfocapsa"
"SWARM_1794",0,23.33,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas"
"SWARM_1790",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae"
"SWARM_1798",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidales;M2PB4-65 termite group"
"SWARM_13579",0,0,18.48,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Lweinellacea;Lewinella"
"SWARM_13570",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiohalophilus order incertae sedis;Thiohalophilus family incertae sedis;Thiohalophilus"
"SWARM_1995",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_1997",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;SS1-B-06-26"
"SWARM_1990",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales"
"SWARM_20270",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae (superphylum);Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira (Nitrospiraceae)"
"SWARM_4978",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae;Phaselicystis"
"SWARM_4970",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae"
"SWARM_1226",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_1227",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Holophagae;Acidobacteria group 10;Sva0725"
"SWARM_1224",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Ca. Aminicenantes (superphylum);Ca. Aminicenantes (OP8)"
"SWARM_1225",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_1222",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Ca. Nitrosopumilales"
"SWARM_1223",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans"
"SWARM_1220",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_1221",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Ca. Nitrosopumilales"
"SWARM_5213",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae"
"SWARM_5210",20.45,0,0,33.23,12.5,37.66,13.27,25.6,13.25,10.99,13.7,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_5214",58.77,81.76,25.24,21.96,23.53,29.12,64.3,56.07,22.04,30.73,28.2,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;Gemmatimonadetes (class);Gemmatimonadales;Gemmatimonadaceae"
"SWARM_248",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
"SWARM_5809",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfuromonadales"
"SWARM_7615",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;MidBa8"
"SWARM_23441",0,0,0,10.26,10.93,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae"
"SWARM_7567",49.49,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"
"SWARM_7565",0,0,21.32,17.52,15.5,15.09,10.08,12.46,12.55,14.96,22.67,"Main genome;Archaea;Archaea (superkingdom);Euryarchaeota (superphylum);Euryarchaeota;Methanomicrobia;ANME-1;ANME-1b"
"SWARM_5583",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales"
"SWARM_5586",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudohongiella"
"SWARM_2058",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae"
"SWARM_2059",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes"
"SWARM_2050",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Rhodothermaeota;Rhodothermia;Rhodothermales"
"SWARM_2051",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"
"SWARM_2052",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_2053",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lutibacter"
"SWARM_2054",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromusa"
"SWARM_2055",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae"
"SWARM_2057",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pelagibius"
"SWARM_4048",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidetes BD2-2"
"SWARM_4041",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group"
"SWARM_4040",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae"
"SWARM_4043",0,56.94,15.52,19.88,27.3,29.31,41.12,71.11,17.31,20.69,24,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_4044",32.1,34.76,42.86,18.53,25.87,24.9,36.75,35.47,25.52,27.54,28.84,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_4047",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_8",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Epsilonbacteraeota (superphylum);Epsilonbacteraeota;Campylobacteria;Campylobacterales;Sulfurovaceae;Sulfurovum"
"SWARM_6",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium"
"SWARM_7",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae"
"SWARM_5",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudohongiella"
"SWARM_2",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"
"SWARM_0",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae"
"SWARM_1",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae"
"SWARM_3611",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Eudoraea"
"SWARM_3615",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae"
"SWARM_3614",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group"
"SWARM_3617",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus"
"SWARM_26141",0,15.75,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Aetherobacter"
"SWARM_4457",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;PHOS-HE51"
"SWARM_3068",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae"
"SWARM_35319",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_9098",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae"
"SWARM_3063",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
