"","AMBI","PI","PI5yAvg","piMetals","piHC","piOM","Redox"
"Ercella",30.88,55.55,33.39,0,30.89,43.5,39.1
"Christensenellaceae R-7 group",70.51,76.52,71.12,68.89,60.2,69.67,66.16
"Clostridium sensu stricto",0,0,0,0,0,62.29,60.68
"Sedimentibacter",0,0,0,0,0,34.54,0
"[Eubacterium] brachy group",55.78,55.32,53.73,0,0,62.88,50.29
"Anaerovorax",54.7,45.89,47.15,0,44.97,57.3,51.36
"Syntrophomonas",0,55.71,43.11,0,0,37.79,0
"Defluviitaleaceae UCG-011",52,51.62,47.84,50.05,48.46,54.22,57.74
"Fusibacter",74.34,88.73,89.93,77.01,0,84.42,74.94
"Acidaminobacter",42.49,0,0,0,0,35.57,0
"Dethiosulfatibacter",0,56.37,52.58,53.86,44.71,41.61,39.52
"Bacillus",55.21,62.45,66.37,69.75,56.42,67.98,61.57
"Sporosarcina",37.96,45.47,47.51,55.09,32.98,83.69,50.06
"Trichococcus",67.03,70.56,75.31,69.01,65.11,0,0
"Atopostipes",0,0,0,0,31.47,48.82,41.87
"Facklamia",0,0,0,0,0,0,0
"Erysipelothrix",70.57,0,0,0,63.64,57.38,0
"Turicibacter",53.35,0,0,0,49.07,66.2,63.49
"Leptolyngbya",0,0,0,0,0,0,0
"Calothrix",47.9,0,0,0,0,0,0
"Rivularia",0,19.75,26.75,17.11,19.96,17.23,39.35
"Cyanobacterium",75.55,60.39,61.31,50.28,33.01,42.43,27.04
"Arthrospira",0,0,0,0,0,0,0
"Microcoleus",0,0,0,0,0,0,0
"Planktothricoides",0,0,38.86,39.26,0,31.95,32.41
"Phormidium",35.39,0,0,0,0,0,0
"Oscillatoria",0,13.76,11.99,12.81,0,0,0
"Microbacterium",64.49,61.14,69.1,64.4,62.48,63.74,61.92
"Leucobacter",60.04,55.64,65.43,60.08,52.91,69.02,60.08
"Candidatus Aquiluna",0,0,0,0,0,0,0
"Tetrasphaera",0,32.35,43.12,0,39.77,38.78,54.58
"Demequina",0,49.56,65.56,43.78,61.32,49.49,43.51
"Georgenia",66.14,41.52,42.29,33.35,38.55,38.53,29.21
"Gordonia",34.6,34.01,39.77,0,0,35.15,28.97
"Mycobacterium",60.32,75.44,78.35,73.07,77.88,79.8,69.13
"Nakamurella",0,0,0,0,0,0,0
"Fodinicola",75.28,58.25,63.2,59.78,0,0,0
"Bifidobacterium",63.93,60.67,63.03,63.95,56.82,0,0
"Nocardioides",0,0,0,0,60.86,62.4,70.05
"Aeromicrobium",66.63,50.15,57.3,49.73,0,46.62,53.02
"Streptomyces",0,51.25,0,0,45.17,49.85,55.62
"Solirubrobacter",0,0,0,0,0,44.36,52.14
"Gaiella",0,0,0,0,63.44,0,77.82
"Ilumatobacter",68.25,70.63,72.3,70.32,73.56,75.61,72.52
"CL500-29 marine group",53.01,0,0,0,43.84,52.62,0
"Candidatus Microthrix",0,0,0,0,0,67.31,0
"Iamia",57.51,72.85,64.51,64.55,0,58.78,0
"Euzebya",49.68,49.15,49.13,75.36,37.44,64.63,47.55
"Anaerolinea",69.52,0,0,0,0,57.34,0
"Anaerolineaceae UCG-001",54.82,33.78,29.54,0,0,36.35,34.53
"Pelolinea",63.12,74.58,72.82,71.87,71.52,69.46,69.58
"Thermomarinilinea",60.2,58.2,62.95,54.46,62,71.52,73.82
"Roseiflexus",50.5,0,32.46,0,0,0,0
"Meiothermus",0,0,0,0,0,0,0
"Truepera",65.84,66.13,66.9,67.68,68.67,70.56,69.27
"Armatimonas",0,0,0,0,0,23.47,0
"Spirochaeta",62.95,71.96,73.45,71.18,72.67,70.96,71.99
"Treponema 2",43.28,0,0,0,33.66,39.2,0
"Turneriella",0,31.7,0,30.4,0,0,0
"Pir4 lineage",0,0,0,0,0,0,0
"Rhodopirellula",70.95,70.98,78.26,65.88,74.99,76.58,74.86
"Blastopirellula",77.29,73.73,79.1,73.12,75.89,81.44,78.11
"Gemmata",69.67,0,0,0,65.29,73.4,0
"Schlesneria",55.49,0,0,0,50.13,47.42,0
"Planctomyces",0,63.99,62.18,62.94,61.38,58.89,60.12
"Pirellula",0,69.6,66.33,67.26,65.39,58.37,59.32
"Bythopirellula",65.5,65.95,67.81,69.63,67.87,69.41,69.42
"Candidatus Scalindua",67.99,40.97,34.39,0,49.74,51.82,50.35
"Urania-1B-19 marine sediment group",80.02,68.56,73.17,69.65,64.1,73.27,73.79
"Pelagicoccus",69.01,59.3,70.63,60.99,0,56.98,47.59
"Lentimonas",70.66,68.26,71.44,81.04,64.36,78.95,66.35
"Opitutus",72.82,0,0,0,59.04,66.16,0
"Alterococcus",0,46.16,43.88,44.23,44.87,0,45
"Haloferula",82.32,0,0,67.02,72.21,63.82,0
"Prosthecobacter",55.51,0,0,0,43.85,50.56,0
"Luteolibacter",69.34,0,0,0,62.7,67.22,0
"Roseibacillus",70.56,71.28,73.73,71.89,70.55,60.72,63.86
"Persicirhabdus",45.78,0,0,41.61,0,0,0
"Rubritalea",69.1,63.2,65.94,64.71,64.28,0,0
"Chthoniobacter",72.09,0,0,0,59.16,66.6,0
"Candidatus Xiphinematobacter",0,0,0,0,0,0,0
"Lentisphaera",56.72,59.21,79.6,60.76,0,46.12,0
"Arcobacter",71.66,0,76.33,0,0,77.38,72.9
"Sulfurospirillum",0,0,87.01,0,0,50.77,0
"Sulfurimonas",0,66.9,66.96,60.74,67.35,67.23,71.71
"Sulfuricurvum",86.75,0,0,0,0,0,0
"Sulfurovum",77.54,73.42,82.43,70.52,85.95,84.17,83.71
"Thermovirga",0,80.81,94.83,94.94,72.62,38.61,36.56
"Stenotrophobacter",71.22,0,0,0,47.66,0,0
"11-24",47.59,0,0,0,44.92,0,0
"Blastocatella",66.36,73.12,74.05,72.95,80.24,77.02,81.63
"RB41",56.2,0,57.86,0,0,0,0
"Candidatus Koribacter",44.52,0,37.97,0,0,42.31,40.84
"Acanthopleuribacter",67.68,59.78,66.23,62.95,64.52,64.47,64.19
"Thermotomaculum",76.72,59.32,42.76,40.8,47.26,37.73,63.16
"Bryobacter",78.05,0,0,0,0,57.01,0
"Paludibaculum",60.47,0,0,0,0,51.21,0
"Ca. Solibacter",47.14,0,0,0,0,0,0
"Propionigenium",0,64.51,64.07,0,0,66.31,72.71
"Leptotrichia",52.46,0,42.91,0,0,39.87,0
"Ca. Entotheonella",61.71,67.44,67.44,72.66,72.2,82.51,80.93
"Nitrospina",76.57,74.84,53.53,83.54,0,64.58,62.21
"Nitrospira (Nitrospiraceae)",60.92,73.86,70.38,65.43,73.37,69.79,70.4
"Methanobrevibacter",0,50,45.1,49.35,53.49,28.81,39.42
"Methanolinea",0,26.66,0,26.66,16.66,0,0
"Methanogenium",0,33.2,48.27,36.22,20.69,0,0
"ANME-3",0,49.39,34.31,34.69,46.13,33.36,37.61
"Methanosaeta",0,38.6,37.47,44.71,33.55,10.9,0
"Ca. Nitrosoarchaeum",0,71.11,67.33,65.09,78.44,0,0
"Cenarchaeum",93.91,71.3,33.68,59.88,31.05,39.96,49.24
"Ca. Nitrosopumilus",83.91,62.66,68.65,71.97,63.07,78.05,78.96
"Marinoscillum luteum",0,9.06,10.68,0,0,14.24,0
"Flexibacter litoralis DSM 6794",0,29.26,30.19,33.1,30.45,0,26.78
"Flavobacterium cheniae",46.56,0,0,0,0,0,0
"Tenacibaculum dicentrarchi",0,0,0,0,0,0,0
"Maribacter chungangensis",29.91,27.72,26.68,0,36.86,81.04,35.3
"Muriicola jejuensis",0,27.68,29.49,0,31.04,34.54,40.87
"Tepidiphilus succinatimandens",0,0,0,0,0,0,0
"Sulfurirhabdus autotrophica",0,0,0,0,0,0,0
"Pseudoruegeria haliotis",0,48.76,0,0,50.04,43.78,62.8
"Sphingomicrobium lutaoense",56.75,35.34,48.93,74.43,52.64,66.93,57.82
"Thiothrix eikelboomii",0,15.66,14.45,10.07,23.62,0,0
"Arenicella chitinivorans",41.38,38.26,58.12,37.65,36.75,0,0
"Pseudenhygromyxa salsuginis",0,0,0,0,0,28.18,27.04
"Desulfatiferula olefinivorans",43.18,48.64,58.66,46.49,50.47,52.89,53.9
"Desulfatiferula berrensis",28,0,0,0,0,26.85,28.13
"Desulforhopalus singaporensis",77,74.68,78.54,71.77,0,0,0
